Date,shangai,btc_cumulative,crude oil,euro,gold,silver,ftse,spy,hsi,nasdaq,nikkei,rates,MA4,MA96,MA200,stochRSI,RSI,btc_std_dev,std_dif,hashrate,difficulty,transactions,t_cost,returns,btc_close,returns_label
2014-09-22,0.9921889363628766,0.8793398150170415,0.9692861514285359,0.9909210503197493,0.9857420809803599,0.9483469594177164,0.9989234755279344,0.9963629014114347,0.982732489354382,0.992437842254905,1.0199658291291738,0.9869231072544358,401.0,368.0,311.0,63.91381711540701,24.67834078862947,0.047467532229518494,402.1045405244111,232806.520022423,29829733124.0404,47339374.0,22.5116390216,0.008352101649706567,402.1520080566406,0
2014-09-23,1.0007907433834085,0.9528943199420308,0.9697098001926014,0.9916978977102183,0.9891445040918374,0.9490971034934126,0.9845448530140848,0.9906074095523526,0.9778745171953994,0.9882731756706498,1.0199658291291738,0.9750000687745928,411.0,368.0,311.0,63.91381711540701,55.080110349394864,0.06124286681366177,435.72974224060823,241703.584482,29829733124.0,47420478.0,21.7701726179,0.08364741783421215,435.7909851074219,1
2014-09-24,1.0154608050455247,0.9253739559950969,0.9828426694704141,0.9918890509224615,0.98720021993225,0.9453463831149312,0.9889984959620971,0.99836633365374,0.981342585789508,0.9984722848780927,1.0175458534168227,0.988076961520157,415.0,368.0,311.0,63.91381711540701,47.450163685906304,0.056546082860553626,423.14844048940506,241703.584482,29829733124.0,47365583.0,24.0758856809686,-0.028880814347395978,423.2049865722656,-1
2014-09-25,1.0161229137862275,0.8999418187243879,0.9799830605136566,0.9860334889757123,0.9893064865674694,0.9312007507163925,0.9791768483439129,0.9822239756743681,0.9750463955530777,0.9790802350116902,1.0305544598100136,0.9657692346488232,418.0,368.0,311.0,63.91381711540701,41.18578370088188,0.05272966163389526,411.5212754653192,241703.584481879,29829733124.0404,47571320.0,21.1311045607,-0.027483091679796234,411.5740051269531,-1
2014-09-26,1.017255977649731,0.8843098799199595,0.9906799695987772,0.984410802419422,0.9835547242169237,0.9364517592462664,0.9806072937377311,0.9906473562226328,0.971365759128358,0.9890403510940653,1.0214738194804942,0.9750000687745927,419.0,368.0,311.0,63.91381711540701,37.5687856938139,0.04935799246296556,404.3756298005058,220547.690039,34661425924.0,47638262.0,19.2222541902,-0.017369943788794973,404.42498779296875,-1
2014-09-27,1.017255977649731,0.8735846799139004,0.9906799695987772,0.984410802419422,0.9835547242169237,0.9364517592462664,0.9806072937377311,0.9906473562226328,0.971365759128358,0.9890403510940653,1.0214738194804942,0.9750000687745927,410.0,368.0,311.0,63.91381711540701,35.08628841850715,0.04653530351513623,399.4734537101567,239501.007152,34661425924.0,47592450.0,21.8949185156406,-0.012128327693262664,399.5199890136719,0
2014-09-28,1.017255977649731,0.8247385662849817,0.9906799695987772,0.984410802419422,0.9835547242169237,0.9364517592462664,0.9806072937377311,0.9906473562226328,0.971365759128358,0.9890403510940653,1.0214738194804942,0.9750000687745927,398.0,368.0,311.0,63.91381711540701,25.96086893418061,0.04605084790621923,377.1349489079532,239501.007151538,34661425923.9769,47773745.0,18.0382126823,-0.055914572166871124,377.1809997558594,-1
2014-09-29,1.021585866268633,0.8209907819479363,1.001588662664561,0.977935970297109,0.9863091185354724,0.9385415339138192,0.9801943979970741,0.9881243733175511,0.9529381393159786,0.9876507018616956,1.026557901236374,0.9580769340103199,389.0,368.0,311.0,63.91381711540701,25.342780163159034,0.04404108508567616,375.4229694129612,261900.381921,34661425924.0,47852335.0,18.5613696399,-0.00454420890480145,375.4670104980469,0
2014-09-30,1.024254611964503,0.8460862031769685,0.9654734741574255,0.9793011795477837,0.9806383474227428,0.9112147254712849,0.9766698064697032,0.9853715293433295,0.9407857974883184,0.9849195659165623,1.0179278448589852,0.964615380383102,385.0,368.0,311.0,63.91381711540701,36.98693701511983,0.0440527592256228,386.899947484915,249839.180122,34661425924.0,47796417.0,19.1158478140185,0.030567238732558177,386.9440002441406,1
2014-10-01,1.024254611964503,0.8388070376188422,0.9609193509471455,0.9744781025164428,0.9839597792964043,0.9221453670887263,0.9670545347135217,0.9723167745338571,0.9407857974883184,0.9692910423600064,1.0121835294632489,0.924230847880688,381.0,368.0,311.0,63.91381711540701,35.2038009956766,0.04233358331964756,383.57265665105535,249839.180122108,34661425923.9769,48005162.0,18.6892583411,-0.008603337970520819,383.614990234375,0
2014-10-02,1.024254611964503,0.8201270379044436,0.9638848114928646,0.9741582566459088,0.9836357154547397,0.9109467584731273,0.9506702642986392,0.9723217754910525,0.9407857974883184,0.9710687744725803,0.985733249629164,0.9376923281483405,380.0,368.0,311.0,55.86921778339325,30.77282680643674,0.04088577399077425,375.0311051928061,242947.064808,34661425924.0,48077860.0,17.6926462901,-0.0222697222086099,375.0719909667969,-1
2014-10-03,1.024254611964503,0.786103770332167,0.9504342258426878,0.977737733929263,0.9658132919575896,0.8991052130209882,0.9626893179897033,0.9831782436894473,0.9461836422604396,0.9810245024142802,0.9886699432907121,0.9411538909455041,376.0,368.0,311.0,12.04894611443825,24.220200575071686,0.04016517111146942,359.47182823709164,246393.122465,34661425924.0,48024460.0,19.0602491384757,-0.04148536263261304,359.5119934082031,-1
2014-10-04,1.024254611964503,0.7190936746563658,0.9504342258426878,0.977737733929263,0.9658132919575896,0.8991052130209882,0.9626893179897033,0.9831782436894473,0.9461836422604396,0.9810245024142802,0.9886699432907121,0.9411538909455041,362.0,368.0,311.0,0.0,16.094772870244142,0.0425383525362015,328.8234589619169,246393.122465251,34661425923.9769,48214963.0,19.6490613892,-0.08524332054467354,328.8659973144531,-1
2014-10-05,1.024254611964503,0.7008225920849308,0.9504342258426878,0.977737733929263,0.9658132919575896,0.8991052130209882,0.9626893179897033,0.9831782436894473,0.9461836422604396,0.9810245024142802,0.9886699432907121,0.9411538909455041,346.0,368.0,311.0,0.0,14.429841227099459,0.041301730956725895,320.4687080346683,275684.612549,34661425924.0,48290089.0,17.687277374,-0.025408487399317115,320.510009765625,-1
2014-10-06,1.024254611964503,0.7217460308245318,0.9567887956981914,0.9656249859141793,0.9775598892625296,0.920537973897643,0.9679688964356816,0.9816394125680517,0.9564590894661381,0.9764608361120433,1.0001435156906595,0.9326923235633677,335.0,368.0,311.0,25.89191139422449,24.954972889757983,0.041658061584053524,330.0373519481816,260177.353093,34661425924.0,48233900.0,17.7932892164522,0.02985554258083245,330.0790100097656,1
2014-10-07,1.024254611964503,0.735101699788755,0.9410082630497636,0.975845979449098,0.9816104400573364,0.9211273582143379,0.9579259672320354,0.9667910827566323,0.960868289510815,0.961205090457239,0.9934015972220771,0.9038461503192519,329.0,368.0,311.0,50.25003719767626,31.022565545442546,0.04128246435778859,336.1457292543922,260177.353092678,34661425923.9769,48449158.0,14.1738817788,0.018504665621736027,336.18701171875,0
2014-10-08,1.0324542241564436,0.7717335491091938,0.924698149245569,0.9775394975614169,0.9764258141523038,0.9116969025488236,0.9559498427446177,0.9836728505535295,0.9543378179563649,0.9794835158425257,0.9815787316015651,0.8961538496807485,335.0,368.0,311.0,100.0,44.87232566882311,0.04261257584175741,352.8973898655645,247077.56033,35002482026.1,48528102.0,17.1027971727,0.04983235561959076,352.94000244140625,1
