Date,r_label,c_label
2010-12-13,0.2466999888420105,2.0
2010-12-14,0.23800000548362732,0.0
2010-12-15,0.25,2.0
2010-12-16,0.24000000953674316,0.0
2010-12-17,0.2669999897480011,2.0
2010-12-20,0.24000000953674316,0.0
2010-12-21,0.25,2.0
2010-12-22,0.25,1.0
2010-12-23,0.24799999594688416,1.0
2010-12-24,0.26500001549720764,2.0
2010-12-27,0.2809999883174896,2.0
2010-12-28,0.30000001192092896,2.0
2010-12-29,0.30000001192092896,1.0
2010-12-30,0.30000001192092896,1.0
2010-12-31,0.29499998688697815,0.0
2011-01-03,0.2989000082015991,2.0
2011-01-04,0.29899999499320984,1.0
2011-01-05,0.2979999780654907,1.0
2011-01-06,0.3199999928474426,2.0
2011-01-07,0.32659998536109924,2.0
2011-01-10,0.32659998536109924,1.0
2011-01-11,0.3188000023365021,0.0
2011-01-12,0.31759998202323914,1.0
2011-01-13,0.4000000059604645,2.0
2011-01-14,0.34950000047683716,0.0
2011-01-17,0.31299999356269836,0.0
2011-01-18,0.31299999356269836,1.0
2011-01-19,0.38999998569488525,2.0
2011-01-20,0.4199000298976898,2.0
2011-01-21,0.4199000298976898,1.0
2011-01-24,0.4099999964237213,0.0
2011-01-25,0.4169999957084656,2.0
2011-01-26,0.4211999773979187,2.0
2011-01-27,0.44600000977516174,2.0
2011-01-28,0.5200000405311584,2.0
2011-01-31,0.699999988079071,2.0
2011-02-01,0.7160000205039978,2.0
2011-02-02,0.6899999976158142,0.0
2011-02-03,0.8110000491142273,2.0
2011-02-04,0.89000004529953,2.0
2011-02-07,0.9180000424385071,2.0
2011-02-08,1.090000033378601,2.0
2011-02-09,0.9802999496459961,0.0
2011-02-10,1.0700000524520874,2.0
2011-02-11,1.0700000524520874,1.0
2011-02-14,1.0499999523162842,0.0
2011-02-15,1.0449999570846558,1.0
2011-02-16,1.040000081062317,1.0
2011-02-17,0.898900032043457,0.0
2011-02-18,0.8345000147819519,0.0
2011-02-21,0.8702000379562378,2.0
2011-02-22,0.8999999761581421,2.0
2011-02-23,0.9974000453948975,2.0
2011-02-24,0.9111000299453735,0.0
2011-02-25,0.8600000143051147,0.0
2011-02-28,0.9202000498771667,2.0
2011-03-01,0.9398999214172363,2.0
2011-03-02,0.9390999674797058,1.0
2011-03-03,0.9009999632835388,0.0
2011-03-04,0.8849999904632568,0.0
2011-03-07,0.8700000047683716,0.0
2011-03-08,0.8644999861717224,1.0
2011-03-09,0.9329000115394592,2.0
2011-03-10,0.8799999952316284,0.0
2011-03-11,0.8948999643325806,2.0
2011-03-14,0.8700000047683716,0.0
2011-03-15,0.8600000143051147,1.0
2011-03-16,0.8253999948501587,0.0
2011-03-17,0.8164999485015869,1.0
2011-03-18,0.7590000033378601,0.0
2011-03-21,0.8089999556541443,2.0
2011-03-22,0.8496999740600586,2.0
2011-03-23,0.8668999671936035,2.0
2011-03-24,0.8837999701499939,2.0
2011-03-25,0.7989999651908875,0.0
2011-03-28,0.7925000190734863,1.0
2011-03-29,0.7896999716758728,1.0
2011-03-30,0.7845999598503113,1.0
2011-03-31,0.7741000056266785,1.0
2011-04-01,0.6800000071525574,0.0
2011-04-04,0.7099999785423279,2.0
2011-04-05,0.7400000095367432,2.0
2011-04-06,0.7537999749183655,2.0
2011-04-07,0.75,1.0
2011-04-08,0.7699999809265137,2.0
2011-04-11,0.8600000143051147,2.0
2011-04-12,0.9225000143051147,2.0
2011-04-13,1.0,2.0
2011-04-14,0.9899000525474548,1.0
2011-04-15,1.1619999408721924,2.0
2011-04-18,1.1979999542236328,2.0
2011-04-19,1.1420000791549683,0.0
2011-04-20,1.2100000381469727,2.0
2011-04-21,1.4089999198913574,2.0
2011-04-22,1.559000015258789,2.0
2011-04-25,1.7950000762939453,2.0
2011-04-26,1.899999976158142,2.0
2011-04-27,2.2109999656677246,2.0
2011-04-28,2.880000114440918,2.0
2011-04-29,3.200000047683716,2.0
2011-05-02,3.4100000858306885,2.0
2011-05-03,3.4060001373291016,1.0
2011-05-04,3.3330001831054688,0.0
2011-05-05,3.450000047683716,2.0
2011-05-06,3.799999952316284,2.0
2011-05-09,5.809999942779541,2.0
2011-05-10,5.5,0.0
2011-05-11,6.299999713897705,2.0
2011-05-12,8.197999954223633,2.0
2011-05-13,8.0339994430542,0.0
2011-05-16,7.190000057220459,0.0
2011-05-17,6.880000114440918,0.0
2011-05-18,6.805000305175781,1.0
2011-05-19,5.589999675750732,0.0
2011-05-20,7.150000095367432,2.0
2011-05-23,7.420000076293945,2.0
2011-05-24,8.399999618530273,2.0
2011-05-25,8.797999382019043,2.0
2011-05-26,8.5,0.0
2011-05-27,8.800000190734863,2.0
2011-05-30,8.741000175476074,1.0
2011-05-31,9.569999694824219,2.0
2011-06-01,10.59999942779541,2.0
2011-06-02,14.289999961853027,2.0
2011-06-03,18.549999237060547,2.0
2011-06-06,23.920000076293945,2.0
2011-06-07,29.600000381469727,2.0
2011-06-08,28.919998168945312,0.0
2011-06-09,23.950000762939453,0.0
2011-06-10,19.84000015258789,0.0
2011-06-13,19.280000686645508,0.0
2011-06-14,19.489999771118164,2.0
2011-06-15,17.0,0.0
2011-06-16,15.680000305175781,0.0
2011-06-17,17.510000228881836,2.0
2011-06-20,17.510000228881836,1.0
2011-06-21,17.510000228881836,1.0
2011-06-22,17.510000228881836,1.0
2011-06-23,17.510000228881836,1.0
2011-06-24,16.75,0.0
2011-06-27,16.950000762939453,2.0
2011-06-28,16.850000381469727,1.0
2011-06-29,16.100000381469727,0.0
2011-06-30,15.399999618530273,0.0
2011-07-01,13.859999656677246,0.0
2011-07-04,12.90999984741211,0.0
2011-07-05,14.779999732971191,2.0
2011-07-06,14.779999732971191,1.0
2011-07-07,14.3100004196167,0.0
2011-07-08,14.210000038146973,1.0
2011-07-11,14.00999927520752,0.0
2011-07-12,13.94999885559082,1.0
2011-07-13,13.99000072479248,2.0
2011-07-14,13.809999465942383,1.0
2011-07-15,13.479999542236328,0.0
2011-07-18,13.84999942779541,2.0
2011-07-19,13.6899995803833,1.0
2011-07-20,13.610000610351562,1.0
2011-07-21,13.700000762939453,2.0
2011-07-22,14.050000190734863,2.0
2011-07-25,13.880000114440918,1.0
2011-07-26,13.940000534057617,2.0
2011-07-27,13.489999771118164,0.0
2011-07-28,13.5,1.0
2011-07-29,13.09000015258789,0.0
2011-08-01,12.049999237060547,0.0
2011-08-02,9.260000228881836,0.0
2011-08-03,10.75,2.0
2011-08-04,9.799999237060547,0.0
