,component_1,component_2,component_3,component_4,component_5,component_6
0,0.5179451107978821,0.38356566429138184,0.2090553641319275,0.17985844612121582,0.18965774774551392,-0.07229404151439667
1,0.4628370702266693,-0.370479017496109,-0.22603946924209595,-0.30665719509124756,0.09607845544815063,-0.14147451519966125
2,0.5121808052062988,0.6009703874588013,0.021551907062530518,0.06851530075073242,0.20598632097244263,-0.0993332639336586
3,0.46518033742904663,-0.21607524156570435,-0.36726757884025574,-0.37882906198501587,0.08319640159606934,-0.1260993480682373
4,0.5248781442642212,0.6155492067337036,0.014203965663909912,0.06460332870483398,0.17454594373703003,-0.08971716463565826
5,0.4341656267642975,-0.38891181349754333,-0.2231600135564804,-0.2815370559692383,0.049654603004455566,-0.12459946423768997
6,0.48650598526000977,0.3930708169937134,0.19368427991867065,0.18736869096755981,0.14760488271713257,-0.08742574602365494
7,0.4696471691131592,0.05632436275482178,-0.045665860176086426,-0.0882536768913269,0.10990577936172485,-0.12472621351480484
8,0.470497727394104,0.0075490474700927734,-0.004209578037261963,-0.06299000978469849,0.10172444581985474,-0.12871958315372467
9,0.5083220601081848,0.5738053321838379,0.07038828730583191,0.06885957717895508,0.16133588552474976,-0.10713053494691849
10,0.5494740009307861,0.6271628141403198,0.049302488565444946,0.018971800804138184,0.17824846506118774,-0.11063908785581589
11,0.542088508605957,0.6450351476669312,0.04236781597137451,0.013201236724853516,0.14042824506759644,-0.09694600850343704
12,0.5316782593727112,0.30677878856658936,-0.19661356508731842,-0.26308631896972656,0.10896563529968262,-0.12658517062664032
13,0.5543532967567444,0.3054213523864746,-0.20002973079681396,-0.2602698802947998,0.10161250829696655,-0.10668869316577911
14,0.5245819687843323,-0.1760852336883545,-0.324823260307312,-0.45371413230895996,0.0477215051651001,-0.13029760122299194
15,0.5025430917739868,0.21971309185028076,-0.11108219623565674,-0.22570478916168213,0.10348749160766602,-0.14709192514419556
16,0.49591177701950073,0.22192323207855225,-0.09969589114189148,-0.23864829540252686,0.11514031887054443,-0.16831187903881073
17,0.4755250811576843,0.18433082103729248,-0.07923054695129395,-0.20323359966278076,0.0800333023071289,-0.1651141196489334
18,0.49152517318725586,0.6695473194122314,0.05309531092643738,-0.007792830467224121,0.09824049472808838,-0.14866091310977936
19,0.47655290365219116,0.33945393562316895,-0.19844305515289307,-0.27629780769348145,0.035339176654815674,-0.17520658671855927
20,0.4877253472805023,0.33917462825775146,-0.18194054067134857,-0.29398179054260254,0.04658317565917969,-0.1699749082326889
21,0.43963494896888733,-0.27471524477005005,-0.2100466936826706,-0.4065544009208679,-0.02291250228881836,-0.18943791091442108
22,0.46103742718696594,-0.09994029998779297,0.16845649480819702,-0.048164427280426025,0.0025345683097839355,-0.16772843897342682
23,0.5163829922676086,0.6970914602279663,0.08054518699645996,-0.06259846687316895,0.14630120992660522,-0.17071941494941711
24,0.42489245533943176,-0.7152864336967468,0.132698655128479,-0.15622323751449585,-0.013035356998443604,-0.21263064444065094
25,0.4128228724002838,-0.7528440356254578,0.1325063705444336,-0.12422412633895874,0.0018636584281921387,-0.18541410565376282
26,0.44725531339645386,-0.417237788438797,0.37747180461883545,0.1466515064239502,0.0462498664855957,-0.15371127426624298
27,0.4990270435810089,0.3095360994338989,0.3312389850616455,0.189378559589386,0.16133612394332886,-0.17158791422843933
28,0.5037272572517395,0.3859943151473999,0.2757594585418701,0.1421176791191101,0.16178995370864868,-0.1739564836025238
29,0.4892580807209015,0.04857528209686279,0.040384769439697266,-0.13862186670303345,0.12819594144821167,-0.20115715265274048
30,0.4542637765407562,-0.3632694482803345,-0.15646055340766907,-0.3560287356376648,0.06886696815490723,-0.2255086749792099
31,0.4821103513240814,-0.0029402971267700195,0.08836740255355835,-0.11728590726852417,0.13035672903060913,-0.21032115817070007
32,0.47481563687324524,0.013481855392456055,0.07483610510826111,-0.12338131666183472,0.1236007809638977,-0.21424125134944916
33,0.5420064926147461,0.4340616464614868,0.25161170959472656,0.09998267889022827,0.1643267273902893,-0.17136530578136444
34,0.5457113981246948,0.5994681119918823,0.12593621015548706,0.010572075843811035,0.1721460223197937,-0.18065933883190155
35,0.5343247056007385,0.6931909322738647,0.06955993175506592,-0.058990478515625,0.2418840527534485,-0.16462689638137817
36,0.5126882791519165,0.35545217990875244,-0.16555890440940857,-0.341605544090271,0.21182268857955933,-0.20475871860980988
37,0.49418696761131287,-0.08397382497787476,-0.3373233377933502,-0.5506415367126465,0.15722054243087769,-0.21350963413715363
38,0.520247220993042,0.6576224565505981,0.10626178979873657,-0.04860079288482666,0.2474042773246765,-0.1739126741886139
39,0.5098823308944702,0.6871355772018433,0.09080752730369568,-0.07064330577850342,0.242323100566864,-0.1726253479719162
40,0.521858811378479,0.6954940557479858,0.09362885355949402,-0.08561670780181885,0.244817316532135,-0.1679806411266327
41,0.5316199660301208,0.7010535001754761,0.07982435822486877,-0.07630515098571777,0.23966699838638306,-0.1630217432975769
42,0.46745532751083374,-0.37192919850349426,-0.12353971600532532,-0.3691980242729187,0.11819034814834595,-0.2151656597852707
43,0.4981800615787506,0.3786059617996216,0.30792784690856934,0.13152527809143066,0.19265061616897583,-0.1674056053161621
44,0.4613785743713379,0.02992844581604004,0.07403162121772766,-0.12928563356399536,0.12674683332443237,-0.17547477781772614
45,0.4377511739730835,-0.4094269573688507,-0.09811893105506897,-0.33186012506484985,0.05957365036010742,-0.19504566490650177
46,0.4430178999900818,-0.19887113571166992,0.2613714933395386,0.0002416372299194336,0.08653873205184937,-0.177202045917511
47,0.45118778944015503,-0.3410695791244507,0.38181132078170776,0.07575517892837524,0.06396019458770752,-0.16619369387626648
48,0.43319377303123474,-0.7420158982276917,0.1374274492263794,-0.14630329608917236,0.0656442642211914,-0.14298458397388458
49,0.44507989287376404,-0.767929196357727,0.13164055347442627,-0.12003737688064575,0.08240282535552979,-0.12613874673843384
50,0.5345404744148254,-0.018991291522979736,0.5611054301261902,0.3777398467063904,0.16403502225875854,-0.07474292814731598
51,0.5654744505882263,0.040631651878356934,0.5182318091392517,0.339738130569458,0.16829520463943481,-0.07096005976200104
52,0.5877066850662231,0.204079270362854,0.4030366539955139,0.240669846534729,0.17883044481277466,-0.0750298947095871
53,0.5125937461853027,-0.6721782088279724,0.06469273567199707,-0.18664532899856567,0.09065282344818115,-0.11632024496793747
54,0.4982209801673889,-0.7724778652191162,0.13166159391403198,-0.12045043706893921,0.07137119770050049,-0.09703853726387024
55,0.5849002003669739,0.05331122875213623,0.5156901478767395,0.31980806589126587,0.17808181047439575,-0.039761513471603394
56,0.5835645198822021,-0.23852801322937012,0.23423588275909424,0.026125967502593994,0.13249880075454712,-0.06663332879543304
57,0.568566620349884,-0.24113738536834717,0.2572633624076843,0.007246434688568115,0.15885192155838013,-0.09617041051387787
58,0.5554681420326233,-0.7129549980163574,0.11327776312828064,-0.18784862756729126,0.10623645782470703,-0.08904276043176651
59,0.5668461322784424,-0.777259349822998,0.15895438194274902,-0.14892679452896118,0.09937506914138794,-0.07690165936946869
60,0.5553995370864868,-0.7835739850997925,0.16428852081298828,-0.14771318435668945,0.10466700792312622,-0.08123564720153809
61,0.5775665044784546,-0.4494452476501465,0.4027833938598633,0.13150596618652344,0.13073700666427612,-0.04341845214366913
62,0.6385096311569214,0.3373481035232544,0.29428333044052124,0.14613670110702515,0.2163723111152649,-0.03335672616958618
63,0.5765887498855591,-0.6795598864555359,0.04992154240608215,-0.174338698387146,0.06785833835601807,-0.06784692406654358
64,0.6371366381645203,-0.2500384449958801,0.221163809299469,0.039859890937805176,0.12638133764266968,-0.03633446991443634
